,year,month,ind,rain,gdf,rd,wd
497,1982,6,0,96.6,22.2,15,12
498,1982,7,0,6.2,2.2,7,2
499,1982,8,0,67.5,16,22,18
500,1982,9,0,89.5,17.2,16,14
501,1982,10,0,94.2,19,19,14
502,1982,11,1,123.5,38,23,13
503,1982,12,0,78.7,14.5,22,16
504,1983,1,0,62.1,15,21,17
505,1983,2,0,49.1,18.2,18,10
506,1983,3,0,61.2,9.1,22,17
507,1983,4,0,76.3,17.8,17,15
508,1983,5,0,88.1,23.3,19,15
509,1983,6,0,42.3,14,10,9
510,1983,7,0,9.7,2.9,9,4
511,1983,8,0,47.1,11.2,13,8
512,1983,9,0,79.5,19.4,18,14
513,1983,10,0,48.0,13.9,16,11
514,1983,11,0,20.5,7.5,8,3
515,1983,12,0,120.6,34,18,17
516,1984,1,0,89.9,15.5,22,18
517,1984,2,0,51.1,15.5,15,13
518,1984,3,0,58.4,22.6,18,11
519,1984,4,0,16.9,6.6,8,5
520,1984,5,0,30.5,7,11,9
521,1984,6,0,40.1,14.6,12,5
522,1984,7,0,20.1,6.3,8,7
523,1984,8,0,76.6,31.9,13,10
524,1984,9,0,70.8,17.6,21,15
525,1984,10,0,57.9,11.5,20,10
526,1984,11,0,86.4,15.6,19,15
527,1984,12,0,91.5,29,22,13
528,1985,1,0,61.2,27.1,20,13
529,1985,2,0,49.1,20.5,9,6
530,1985,3,0,69.8,31,19,10
531,1985,4,0,40.3,9,14,12
532,1985,5,0,83.7,25,16,12
533,1985,6,0,76.7,11.2,21,15
534,1985,7,0,101.2,29.2,19,11
535,1985,8,1,128.0,30.1,28,21
536,1985,9,0,30.2,6.1,14,8
537,1985,10,0,19.4,8,11,6
538,1985,11,0,32.8,7,20,10
539,1985,12,1,75.9,13.6,22,13
540,1986,1,0,105.6,16.8,25,20
541,1986,2,0,9.4,3.2,6,4
542,1986,3,0,56.4,13.3,24,14
543,1986,4,0,46.8,9.7,17,15
544,1986,5,0,65.8,12.5,23,17
545,1986,6,0,82.3,17.3,16,7
546,1986,7,0,65.2,13.4,22,14
547,1986,8,0,153.4,73.5,17,14
548,1986,9,0,3.1,2.2,3,1
549,1986,10,0,53.2,22.3,15,11
550,1986,11,0,92.0,20,20,15
551,1986,12,0,74.6,12.5,22,12
552,1987,1,0,32.7, ,13,6
553,1987,2,0,33.7,8,11,8
554,1987,3,0,52.5,10.3,23,11
555,1987,4,0,69.1,28.6,14,11
556,1987,5,0,28.7,5,14,10
557,1987,6,0,90.3,18.7,25,16
558,1987,7,0,32.0,8.5,15,6
559,1987,8,0,72.0,16.1,16,11
560,1987,9,0,59.3,17.5,16,9
561,1987,10,0,131.9,40.2,23,16
562,1987,11,0,45.0,12.2,15,9
563,1987,12,0,40.7,9.5,15,10
564,1988,1,0,107.7,18.8,27,18
565,1988,2,0,34.4,6.6,18,10
566,1988,3,0,85.1,13.5,23,15
567,1988,4,0,27.5,5.5,9,8
568,1988,5,0,75.3,16.5,17,14
569,1988,6,0,34.0,17.4,10,6
570,1988,7,0,84.0,26,25,14
571,1988,8,0,52.8,18.2,18,11
572,1988,9,0,37.5,11.1,17,13
573,1988,10,0,68.6,13,20,14
574,1988,11,0,20.8,6,9,7
575,1988,12,0,39.0,8.4,15,8
576,1989,1,0,29.5,7.7,13,8
577,1989,2,0,47.7,9.1,17,11
578,1989,3,0,49.0,9.5,21,12
579,1989,4,0,73.6,16.5,21,15
580,1989,5,0,22.5,9.8,7,6
581,1989,6,0,52.7,23.5,13,11
582,1989,7,0,10.4,2.8,7,5
583,1989,8,0,87.2,13.2,21,14
584,1989,9,0,31.3,13.3,13,5
585,1989,10,0,65.2,17.5,19,13
586,1989,11,0,30.8,12.4,16,10
587,1989,12,0,60.9,13.1,15,11
588,1990,1,0,76.4,12.6,24,16
589,1990,2,0,116.8,13.5,25,20
590,1990,3,0,13.3,3.3,10,6
591,1990,4,0,24.8,4.5,14,9
592,1990,5,0,48.2,12.4,10,9
593,1990,6,0,45.8,7.5,21,15
594,1990,7,0,33.3,11.5,10,5
595,1990,8,0,58.8,16.9,16,8
596,1990,9,0,16.2,5.5,11,4
597,1990,10,0,137.1,24.5,19,16
598,1990,11,0,62.5,22.4,17,11
599,1990,12,0,80.0,11,20,14
600,1991,1,0,73.6,17.6,16,12
601,1991,2,0,50.8,10.2,20,13
602,1991,3,0,71.9, , , 
603,1991,4,0,87.6,23.5,17,9
604,1991,5,0,4.7,1.9,3,3
605,1991,6,0,58.9,11.4,22,18
606,1991,7,0,28.5,8.6,17,7
607,1991,8,0,37.1,14,13,6
608,1991,9,0,49.9,17,11,7
609,1991,10,0,74.5,22.3,23,15
610,1991,11,0,55.7,9.2,21,13
611,1991,12,0,37.4,10.4,11,9
612,1992,1,0,33.3,19.8,10,5
613,1992,2,0,30.6,7.8,17,9
614,1992,3,0,67.8,16.9,24,15
615,1992,4,0,67.2,9.6,23,18
616,1992,5,0,34.5,10.4,11,8
617,1992,6,0,30.1,8,9,6
618,1992,7,0,65.6,25.3,19,13
619,1992,8,0,77.4,13.2,23,13
620,1992,9,0,70.9,15.2,16,14
621,1992,10,0,32.4,15.2,13,8
622,1992,11,0,64.9,17.2,24,15
623,1992,12,0,40.9,7,16,9
624,1993,1,0,62.6,7.8,25,19
625,1993,2,0,20.5,7.4,10,4
626,1993,3,0,22.1,4.5,15,6
627,1993,4,0,43.9,7.7,18,13
628,1993,5,0,161.4,44,21,17
629,1993,6,0,143.1, ,14,9
630,1993,7,0,58.2,10.8,20,13
631,1993,8,0,33.8,8.1,15,9
632,1993,9,0,101.5,18.4,17,13
633,1993,10,0,83.6,26.1,12,9
634,1993,11,0,37.8,13.9,16,10
635,1993,12,1,111.1,14.3,28,20
636,1994,1,0,71.9,8,26,18
637,1994,2,0,100.9,15.5,19,14
638,1994,3,0,71.4,12.3,25,17
639,1994,4,1,63.7, ,18,14
640,1994,5,0,64.3,18.4,17,10
641,1994,6,0,16.0,4.3,11,6
642,1994,7,0,63.1,12.5,17,12
643,1994,8,0,55.2,11.3,15,9
644,1994,9,0,93.3,22.5,22,15
645,1994,10,1,44.5,9.2,12,9
646,1994,11,0,59.9,12.4,18,12
647,1994,12,0,88.0,18.5,23,16
648,1995,1,0,113.0,30.2,22,17
649,1995,2,0,88.7,12.7,23,18
650,1995,3,0,45.7,18.7,18,12
651,1995,4,0,29.1,17,8,5
652,1995,5,0,38.7,10.3,15,9
653,1995,6,0,9.0,4.6,6,3
654,1995,7,0,50.8,16.6,14,7
655,1995,8,0,4.6,1.9,3,3
656,1995,9,0,42.6,11.8,15,7
657,1995,10,0,36.7,8.2,17,9
658,1995,11,0,147.6,33,20,15
659,1995,12,0,73.6,13.6,21,14
660,1996,1,0,92.5,19,25,17
661,1996,2,0,57.9,14.9,17,12
662,1996,3,0,71.2,14,18,13
663,1996,4,0,63.3,11.5,17,12
664,1996,5,0,78.5,20,18,16
665,1996,6,0,16.4,6.4,10,3
666,1996,7,0,41.7,13.4,15,11
667,1996,8,0,74.8,30.8,15,14
668,1996,9,0,18.4,9.4,7,4
669,1996,10,0,98.4,22.3,21,16
670,1996,11,0,105.6,34.1,21,13
671,1996,12,0,49.1,17.5,14,8
672,1997,1,0,15.9,6,10,4
673,1997,2,0,61.0,12.3,24,17
674,1997,3,0,10.9,3.7,11,4
675,1997,4,0,42.7,22.9,7,5
676,1997,5,0,68.2,18.2,17,11
677,1997,6,0,135.1,31,14,12
678,1997,7,0,47.6,7.8,15,13
679,1997,8,0,73.1,15.3,19,14
680,1997,9,0,18.4,4.3,13,6
681,1997,10,0,67.7,16.9,13,10
682,1997,11,0,97.3,23.9,25,16
683,1997,12,0,95.0,29.9,20,11
684,1998,1,0,86.2,17.6,20,14
685,1998,2,0,10.1,4.1,8,4
686,1998,3,0,66.3,10,16,12
687,1998,4,0,118.0,36.3,25,15
688,1998,5,0,38.8,7.7,16,9
689,1998,6,0,124.2,27.2,23,17
690,1998,7,0,37.4,7.9,20,10
691,1998,8,0,35.9,7.2,14,11
692,1998,9,0,92.4,25.8,21,14
693,1998,10,0,70.0,11.1,21,18
694,1998,11,0,73.7,16.2,20,11
695,1998,12,0,67.2,21.3,22,18
696,1999,1,0,71.7,13.1,22,15
697,1999,2,0,34.1,6.8,18,7
698,1999,3,0,30.1,8.7,17,5
699,1999,4,0,57.1,9.8,21,14
700,1999,5,0,34.5,15,12,6
701,1999,6,0,55.1,16.5,16,9
702,1999,7,0,23.4,10.2,9,7
703,1999,8,0,95.5,39,13,10
704,1999,9,0,113.9,21.6,18,17
705,1999,10,0,27.3,8.4,11,7
706,1999,11,0,45.9,11.7,14,8
707,1999,12,0,67.9,11.2,21,14
708,2000,1,0,38.1,13.4,13,8
709,2000,2,0,44.8,6,23,18
710,2000,3,0,16.4,5.5,13,5
711,2000,4,0,87.3,18,19,14
712,2000,5,0,49.8,12,17,14
713,2000,6,0,27.0,7,17,7
714,2000,7,0,42.3,19.1,11,7
715,2000,8,0,70.8,13.2,18,11
716,2000,9,1,98.9,29.8,21,15
717,2000,10,0,75.5,11.1,24,16
718,2000,11,0,142.4,61.9,24,18
719,2000,12,0,113.0,38.1,23,18
720,2001,1,0,32.0,7.8,12,10
721,2001,2,0,43.9,9.2,18,7
722,2001,3,0,58.9,12.6,18,12
723,2001,4,0,57.1,11.4,21,14
724,2001,5,0,58.9,26.3,11,8
725,2001,6,0,38.9,11.4,14,9
726,2001,7,0,31.6,8.8,12,7
727,2001,8,0,73.2,15.5,17,14
728,2001,9,0,35.1,8.7,13,8
729,2001,10,0,84.1,33.3,20,14
730,2001,11,0,32.6,9.7,17,9
731,2001,12,0,16.4,9.1,8,3
732,2002,1,0,49.6,7.1,20,15
733,2002,2,0,117.1,20.4,23,18
734,2002,3,0,34.7,11.6,13,7
735,2002,4,0,74.6,23.7,14,8
736,2002,5,0,99.9,42.3,17,14
737,2002,6,0,65.0,13.4,18,15
738,2002,7,0,80.2,16.2,15,11
739,2002,8,0,42.0,9,15,8
740,2002,9,0,16.9,7.1,5,4
741,2002,10,0,166.1,59.7,22,16
742,2002,11,0,181.3,45.4,25,20
743,2002,12,0,106.7,20.9,22,19
744,2003,1,0,44.7,11.4,17,9
745,2003,2,0,22.3,6,11,6
746,2003,3,0,33.6,11.1,10,7
747,2003,4,0,36.0,15.8,10,7
748,2003,5,0,97.5,21.3,23,18
749,2003,6,0,68.9,29.9,13,7
750,2003,7,0,47.6,12.7,18,12
751,2003,8,0,14.7,6.1,7,4
752,2003,9,0,36.8,8.7,12,7
753,2003,10,0,116.3,34.1,11,8
754,2003,11,0,52.7,14.7,12,8
755,2003,12,1,59.8,18.7,15,11
756,2004,1,0,89.0,14,23,17
757,2004,2,0,17.2,4.8,8,6
758,2004,3,0,48.0,11.4,16,12
759,2004,4,0,35.8,4.8,18,11
760,2004,5,0,34.4,9.3,9,6
761,2004,6,0,54.9,23.3,14,12
762,2004,7,0,35.6,5,16,13
763,2004,8,0,115.1,23.1,16,11
764,2004,9,0,50.4,21.2,16,10
765,2004,10,0,131.2,27.5,21,18
766,2004,11,0,39.2,13.2,14,7
767,2004,12,0,44.3,11.1,16,11
768,2005,1,0,63.2,25.5,18,11
769,2005,2,0,42.3,9.9,15,10
770,2005,3,0,37.2,14.3,13,9
771,2005,4,0,43.7,7.9,21,13
772,2005,5,0,76.8,26,19,12
773,2005,6,0,24.4,8.8,11,9
774,2005,7,0,85.9,33,16,10
775,2005,8,0,29.1,4.9,14,8
776,2005,9,0,46.8,8.1,12,11
777,2005,10,0,99.7,28.3,18,14
778,2005,11,0,50.1,14.1,15,10
779,2005,12,0,61.2,20.3,14,8
780,2006,1,0,16.5,5.2,11,5
781,2006,2,0,35.3,9.4,11,6
782,2006,3,0,62.5,9.3,21,16
783,2006,4,0,33.7,7.8,14,7
784,2006,5,0,93.4,16,17,15
785,2006,6,0,26.9,12.8,11,4
786,2006,7,0,13.0,4.2,7,4
787,2006,8,0,77.9,21.4,17,12
788,2006,9,0,85.4,20.1,18,12
789,2006,10,0,88.3,20.3,15,12
790,2006,11,0,70.0,21.9,18,11
791,2006,12,0,93.0,13.3,21,15
792,2007,1,0,64.9,10.6,22,15
793,2007,2,0,59.5,9.2,17,14
794,2007,3,0,42.5,8.3,18,10
795,2007,4,0,8.2,5,5,3
796,2007,5,0,39.3,18.1,13,9
797,2007,6,0,144.2,28.5,20,17
798,2007,7,0,116.2,14.3,24,21
799,2007,8,0,106.9,21.3,15,12
800,2007,9,0,22.0,8.3,12,7
801,2007,10,0,19.7,5.5,8,5
802,2007,11,0,51.6,17.4,15,6
803,2007,12,0,57.9,9,16,14
804,2008,1,0,97.9,19.8,22,17
805,2008,2,0,11.4,3.4,10,6
806,2008,3,0,117.4,41.5,23,14
807,2008,4,0,32.1,9,17,10
808,2008,5,0,26.1,5.7,9,8
809,2008,6,0,80.7,16.7,20,13
810,2008,7,0,93.5,19.6,16,12
811,2008,8,0,203.8,50.6,24,18
812,2008,9,0,103.7,40.9,16,13
813,2008,10,0,103.9,21.2,22,15
814,2008,11,0,38.3,10.2,18,10
815,2008,12,0,43.0,10.2,12,10
816,2009,1,0,64.5,9.1,17,14
817,2009,2,0,70.2,35.2,12,4
818,2009,3,0,18.9,4.7,12,5
819,2009,4,0,60.5,9.9,18,15
820,2009,5,0,62.4,12.8,20,13
821,2009,6,0,75.2,30.4,12,7
822,2009,7,0,128.4,44.4,22,17
823,2009,8,0,53.7,16.6,17,12
824,2009,9,0,20.3,10.9,7,4
825,2009,10,0,85.3,25.8,21,12
826,2009,11,0,148.3,17.7,23,22
827,2009,12,0,82.5,23.4,19,11
828,2010,1,0,52.2,13.7,14,9
829,2010,2,0,38.7,7.2,14,7
830,2010,3,0,57.8,14.6,9,8
831,2010,4,0,20.8,5.2,9,7
832,2010,5,0,60.5,24.8,14,9
833,2010,6,0,36.8,15.9,6,6
834,2010,7,0,76.4,21.8,19,11
835,2010,8,0,38.7,8.1,15,9
836,2010,9,0,106.1,17.7,19,15
837,2010,10,0,29.8,6.9,12,9
838,2010,11,0,109.7,18.5,24,21
839,2010,12,0,65.6,13.2,18,12
840,2011,1,0,26.1,11.8,14,8
841,2011,2,0,77.1,18.3,20,12
842,2011,3,0,20.6,9.1,11,5
843,2011,4,0,28.5,16.6,10,4
844,2011,5,0,37.0,4.9,20,10
845,2011,6,0,73.6,12.3,19,14
846,2011,7,0,50.7,11.2,14,9
847,2011,8,0,33.3,9.5,15,6
848,2011,9,0,68.2,34,18,13
849,2011,10,0,164.8,86.7,16,12
850,2011,11,0,58.1,13.3,11,9
851,2011,12,0,47.7,5.7,22,17
852,2012,1,0,65.3,19.3,16,9
853,2012,2,0,18.7,4.4,14,6
854,2012,3,0,10.9,4.4,6,3
855,2012,4,0,83.7,20.3,19,14
856,2012,5,0,55.8,18.1,15,12
857,2012,6,0,173.7,33.8,23,18
858,2012,7,0,93.9,13.3,19,16
859,2012,8,0,70.8,9.2,19,15
860,2012,9,0,87.7,39,17,8
861,2012,10,0,70.9,17.4,21,15
862,2012,11,0,73.1,36,15,10
863,2012,12,0,43.4,9.1,20,14
864,2013,1,0,91.5,18,20,17
865,2013,2,0,52.1,13.6,12,11
866,2013,3,0,95.6,22.8,18,12
867,2013,4,0,38.0,12.9,13,7
868,2013,5,0,40.4,8.7,14,9
869,2013,6,0,28.1,5.3,13,7
870,2013,7,0,99.0,30.4,10,7
871,2013,8,0,34.2,15.9,12,5
872,2013,9,0,31.8,6.3,13,9
873,2013,10,0,104.9,16.8,21,13
874,2013,11,0,20.1,5.1,10,7
875,2013,12,0,78.6,12.9,16,12
876,2014,1,0,99.1,11.1,24,19
877,2014,2,0,90.4,21.3,21,18
878,2014,3,0,60.4,10.3,16,13
879,2014,4,0,38.9,7.9,14,9
880,2014,5,0,79.5,12.9,20,17
881,2014,6,0,34.0,10.9,8,7
882,2014,7,0,38.0,7.2,16,11
883,2014,8,0,193.4,59.3,20,13
884,2014,9,0,14.0,11.1,6,2
885,2014,10,0,94.7,32.5,19,13
886,2014,11,0,156.3,41.7,16,13
887,2014,12,0,57.0,12.8,17,9
888,2015,1,0,48.9,7.7,17,14
889,2015,2,0,29.2,8.9,11,8
890,2015,3,0,52.3,9,15,10
891,2015,4,0,41.3,8.8,11,10
892,2015,5,0,94.5,31.5,21,15
893,2015,6,0,11.7,4.5,8,4
894,2015,7,0,68.1,10.4,19,11
895,2015,8,0,86.8,26.4,16,11
896,2015,9,0,47.3,17.8,10,8
897,2015,10,0,40.9,8.9,11,9
898,2015,11,0,93.9,14.1,20,17
899,2015,12,0,175.6,28.7,30,22
900,2016,1,0,117.1,30.1,21,14
901,2016,2,0,55.4,13.9,20,10
902,2016,3,0,24.8,6.2,12,7
903,2016,4,0,69.1,34.6,17,11
904,2016,5,0,45.0,11.3,12,8
905,2016,6,0,72.1,16.9,17,14
906,2016,7,0,40.7,6,17,13
907,2016,8,0,80.2,19,19,12
908,2016,9,0,76.0,14,17,14
909,2016,10,0,38.3,13.3,10,4
910,2016,11,0,38.2,12.1,12,8
911,2016,12,0,46.5,7.4,16,11
912,2017,1,0,21.6,11.6,11,4
913,2017,2,0,63.7,12.7,17,13
914,2017,3,0,76.5,17.6,20,14
915,2017,4,0,6.7,2.4,7,2
916,2017,5,0,40.0,18.1,12,7
917,2017,6,0,103.5,22.1,16,12
918,2017,7,0,47.1,9.4,11,8
919,2017,8,0,73.6,28.4,20,11
920,2017,9,0,88.2,24,19,13
921,2017,10,0,43.2,7.2,17,11
922,2017,11,0,73.9,32.5,14,11
923,2017,12,0,62.6,13.9,16,10
924,2018,1,0,88.4,19.6,22,16
925,2018,2,0,27.0,5.2,17,10
926,2018,3,0,103.8,28.8,22,18
927,2018,4,0,61.6,11.4,19,15
928,2018,5,0,14.5,4.5,10,5
929,2018,6,0,5.3,2.8,4,2
930,2018,7,0,38.9,10.8,10,6
931,2018,8,0,43.9,12.5,17,8
932,2018,9,0,43.7,17.1,15,8
933,2018,10,0,46.3,13.1,10,5
934,2018,11,0,137.1,24.3,19,16
935,2018,12,0,83.8,17.6,17,14
936,2019,1,0,21.7,5.2,15,8
937,2019,2,0,19.5,7.1,10,5
938,2019,3,0,83.4,22.5,18,13
939,2019,4,0,72.2,14.4,14,12
940,2019,5,0,36.1,11.7,13,6
941,2019,6,0,77.8,20.1,17,10
942,2019,7,0,27.1,6.5,9,8
943,2019,8,0,77.7,29,17,15
944,2019,9,0,102.0,32.5,16,12
945,2019,10,0,76.3,13.7,18,12
946,2019,11,0,176.6,23.8,21,19
947,2019,12,0,59.2,15.6,14,10
948,2020,1,0,37.2,11.5,10,8
949,2020,2,0,147.8,36.5,24,19
950,2020,3,0,27.9,8.6,12,9
951,2020,4,0,11.6,5.4,7,4
952,2020,5,0,6.6,2.6,7,2
953,2020,6,0,77.4,28.5,19,12
954,2020,7,0,103.1,14.9,20,15
955,2020,9,0,57.9,20.7,13,11
956,2020,10,0,86.8,17.2,19,15
957,2020,11,0,41.4,6.5,19,10
958,2021,1,0,108.0,18.5,21,14
959,2021,2,0,56.8,18.1,20,16
960,2021,3,0,27.9,6.4,11,7
961,2021,4,0,9.8,2.3,8,4
962,2021,5,0,94.8,18.7,20,17
963,2021,6,0,12.7,7.3,6,2
964,2021,7,0,73.2,22,11,8
965,2021,8,0,36.7,9.5,15,10
966,2021,9,0,40.1,16.2,11,8
967,2021,10,0,83.7,15.8,22,15
968,2021,11,0,10.9,3.9,9,4
969,2021,12,0,95.6,22,19,12
970,2022,1,0,13.6,4.9,11,3
971,2022,2,0,89.1,11.1,23,13
972,2022,3,0,55.6,23.4,12,5
973,2022,4,0,33.4,8.6,11,9
974,2022,5,0,55.9,11.5,15,12
975,2022,6,0,47.4,10.9,16,10
976,2022,7,0,33.0,12.7,9,7
977,2022,8,0,18.7,8.5,6,4
978,2022,9,0,129.9,50.2,17,13
979,2022,10,0,114.4,16.7,21,20
980,2022,11,0,54.8,8.6,21,15
981,2022,12,0,77.7,13.3,21,16
982,2023,1,0,34.7,5.5,20,9
983,2023,2,0,14.1,6.6,10,4
984,2023,3,0,115.7,33,26,18
985,2023,4,0,70.7,12.7,15,13
986,2023,5,0,27.4,8.4,6,6
987,2023,6,0,26.8,10,12,6
988,2023,7,0,134.0,27,24,21
989,2023,8,0,116.3,46.9,12,9
990,2023,9,0,124.3,20,16,13
991,2023,10,0,116.1,30.1,19,16
